fixationEventType,fixationX,fixationY,fixationTimestamp
End,NaN,NaN,4667994.49029366
Begin,1242.71911472787,784.728796156032,4668038.37910113
Data,1238.85773416106,788.727987507971,4668073.6685629
End,NaN,NaN,4668083.35293608
Begin,1240.71452491619,811.448274612602,4668083.37140988
Data,1239.31951514619,816.274831020106,4668116.5183221
Begin,1208.85187759869,796.234322400447,4668155.01072917
End,NaN,NaN,4668177.08116523
Begin,1222.18693001362,805.323761441163,4668195.76063382
End,NaN,NaN,4668220.34104265
Begin,1271.19292309655,822.479545669123,4668220.36485332
Data,1283.25694149807,828.401378346945,4668253.52367088
End,NaN,NaN,4668265.16544514
Begin,1306.43431582016,836.895725810422,4668265.19336109
End,NaN,NaN,4668311.59665715
Begin,1308.65805834588,835.502500772036,4668311.62539416
Data,1304.88445390982,835.914765930225,4668343.66387877
End,NaN,NaN,4668356.17884767
Begin,1287.80285776568,837.02884376407,4668356.20430045
Data,1289.59360556553,833.137752769246,4668389.3643496
End,NaN,NaN,4668402.00658242
Begin,1294.64368567256,812.385969794832,4668402.03039309
End,NaN,NaN,4668447.01736496
Begin,1297.65443813904,832.617888265687,4668447.04076509
Data,1297.32835745879,834.881697514719,4668478.35261382
End,NaN,NaN,4668490.257537
Begin,1281.00022726928,845.819669661141,4668510.3479929
End,NaN,NaN,4668535.40256244
Begin,1274.9772207695,852.018662352371,4668535.43006787
Data,1280.68316193772,848.24785228387,4668568.23213594
Begin,1288.43618666656,837.447325946197,4668568.26374666
Data,1294.3748459409,842.792217443827,4668613.68793165
Begin,1298.08992454731,837.703819980549,4668625.2640213
Data,1298.25457966367,835.760307712624,4668658.74305129
End,NaN,NaN,4668670.86842841
Begin,1301.62569436104,848.237821278695,4668670.89306013
Data,1300.1358754199,848.835661454012,4668703.37614738
End,NaN,NaN,4668715.38698698
Begin,1304.66830099076,838.050054394299,4668782.02278188
End,NaN,NaN,4668806.15201962
Begin,1306.41637521118,867.103445238909,4668822.70946511
End,NaN,NaN,4668849.72923576
Begin,1308.71463104969,874.123897855441,4668896.7762409
Data,1309.21768785197,872.649716859062,4668927.57698132
End,NaN,NaN,4668939.68224254
Begin,1312.83961932577,860.50637198568,4668939.70441109
Data,1308.64919571087,868.980531700405,4668972.9995242
Data,1305.85557996761,874.629971510222,4668973.02661909
End,NaN,NaN,4668984.63760369
Begin,1293.33802711891,878.936999393863,4668984.6605933
Data,1298.29769858857,879.580013234629,4669017.65684148
Begin,1261.61516146263,781.142723455928,4669163.0936297
End,NaN,NaN,4669214.62894564
Begin,1272.04924670699,803.874470321048,4669214.66343006
Data,1273.7557150906,803.439141085763,4669248.2003446
Begin,1293.40913236755,821.458896447509,4669259.67544418
Data,1293.12661543706,823.890458382192,4669287.35739771
Begin,1266.80338454064,800.395765278154,4669298.9753613
End,NaN,NaN,4669344.96566543
Begin,1277.80619153649,795.754311593068,4669362.40123191
End,NaN,NaN,4669388.90661005
Begin,1280.31425585846,800.262715638836,4669388.92631543
Data,1279.91170285468,803.58747831986,4669421.90860563
Begin,1282.51129371602,823.068787558309,4669433.90795042
Data,1284.37607248614,826.928379563737,4669467.4867389
Data,1285.05776823219,828.115341492898,4669503.32179337
Begin,1278.19228964223,834.191187161317,4669503.3579199
End,NaN,NaN,4669532.03417406
Begin,1263.63672447072,825.631213914714,4669532.0719427
Data,1267.6714957834,822.94565505695,4669563.98193181
End,1275.74103840876,817.574537341422,4669563.98193181
Begin,1295.1546640332,812.148314959432,4669564.01970045
Data,1294.6747492297,818.139205208415,4669594.79991445
Data,1293.22237076182,826.843102022842,4669608.73490229
End,NaN,NaN,4669621.63823139
Begin,1295.71721871767,821.914129263974,4669621.66984211
End,NaN,NaN,4669664.4038322
Begin,259.921969739671,269.525102533062,4669750.44819476
End,NaN,NaN,4669795.26602879
Begin,243.237183895036,275.588390054535,4669795.2890184
Data,243.013652026067,278.630175714863,4669826.80777361
End,NaN,NaN,4669838.43887412
Begin,211.937773664804,260.130215483006,4669838.46022161
Data,211.74355080126,255.279422684557,4669871.96470438
End,NaN,NaN,4669883.73661625
Begin,152.698815204554,277.342763829969,4669883.75755322
Data,154.979969052977,263.865560097302,4669922.49833017
Data,154.990382564109,245.226974587225,4669950.18192582
Data,152.619675639014,234.174982554804,4669962.65748396
Begin,126.045595067872,212.552690384332,4669974.82227184
Data,121.907856534218,208.564563730893,4670006.57256527
End,NaN,NaN,4670018.63266832
Begin,107.016992744395,191.171448442397,4670018.65483687
Data,107.071948578211,197.80817142975,4670051.70650643
Begin,112.20148809415,199.798608902371,4670063.56791357
End,NaN,NaN,4670108.78190783
Begin,76.9447015490928,159.558929366887,4670108.80366586
Data,70.6176765003477,150.875895896983,4670141.47395421
End,NaN,NaN,4670153.88752251
Begin,66.1180662014232,110.110225909776,4670153.90887001
Data,66.5833828786809,114.488172476999,4670187.01801359
End,NaN,NaN,4670198.72218822
Begin,57.5679026783763,121.160593597649,4670198.74148307
End,NaN,NaN,4670244.79090334
Begin,38.8773447911259,131.021092987516,4670261.65419275
End,NaN,NaN,4670289.09311326
Begin,30.5584894686566,180.29771787574,4670289.10994494
Data,28.4580686924316,203.524513628077,4670321.53925291
End,NaN,NaN,4670333.68967229
Begin,20.1627741481465,304.977288252309,4670351.68561052
Data,20.509321170499,300.469969388346,4670397.54536651
Data,22.366441103592,298.122790466347,4670411.63635528
End,NaN,NaN,4670423.94811245
Begin,36.0009249266465,300.478450834465,4670423.96987047
Data,35.7986707698009,300.073683926616,4670456.48292631
Begin,-27.3005120114158,121.105391899821,4670694.83673888
Data,-9.17573729728007,109.876888039223,4670726.25943036
End,NaN,NaN,4670738.89222101
Begin,14.1195446410488,100.285036507744,4670738.90987375
Data,13.1179044552823,97.9603273654733,4670771.59699378
Begin,35.6924328683684,98.6920231490025,4670786.25738593
Data,32.2680307925502,92.5650940627417,4670820.65435819
Begin,25.6112359734044,81.0616193700605,4670820.68514785
Data,27.5376260794885,83.2285005551217,4670862.25241524
End,NaN,NaN,4670874.98537491
Begin,22.0332194780934,84.6413433522306,4670875.00672241
Data,24.7402404765052,81.1910075017185,4670907.80222203
End,NaN,NaN,4670919.76215606
Begin,36.5738586163079,79.8443739938419,4670919.78678779
Data,34.2616110306155,87.1060845284289,4670952.23990643
End,NaN,NaN,4670965.16047774
Begin,26.376549848926,82.2077932454798,4670965.18182524
End,NaN,NaN,4671010.43851449
Begin,41.7984988434017,116.107089606684,4671028.01201864
End,NaN,NaN,4671055.26250645
Begin,46.2857435002593,153.068666325982,4671055.28508553
Data,38.8239998516369,141.19601988179,4671087.63680357
End,NaN,NaN,4671100.99910382
Begin,-15.8193436434436,98.8365384844043,4671145.08989143
Data,-11.0547817897517,88.9139975763525,4671176.80118462
End,NaN,NaN,4671188.95570929
Begin,1.78935383837025,40.8459762071958,4671206.74474102
End,NaN,NaN,4671234.17709307
Begin,8.10820852379992,42.8268351607066,4671234.19515634
Data,8.39466957404679,51.0879071323654,4671266.91101338
Begin,4.32079894426489,63.4443268766924,4671266.93071876
Data,2.3234213222093,55.965319889458,4671311.64427848
Begin,21.2674304466909,48.0548494702981,4671324.40228041
Data,17.7554258512994,52.2043870279791,4671361.13680337
End,NaN,NaN,4671374.51593529
Begin,-1.46300704111692,60.7330137687612,4671374.54918812
Data,-3.20719997680119,73.0330238578496,4671405.79576277
Begin,-0.17118568223235,89.1384044775204,4671505.1014355
Data,-1.43380233820343,89.9245316335453,4671537.86162964
End,NaN,NaN,4671550.40533556
Begin,-12.8412288313181,102.38458427843,4671550.42791464
End,NaN,NaN,4671595.05074751
Begin,1.69638553409458,97.5763571397426,4671595.07209501
Data,3.08272814574274,100.50239567277,4671626.45250203
End,NaN,NaN,4671638.8870073
Begin,13.7577887674566,108.581586805729,4671638.90794426
Data,16.6181924020045,112.994780001119,4671671.36763137
End,NaN,NaN,4671684.13877021
Begin,24.0215961798063,108.452927400248,4671723.26872842
Data,24.8007050280933,90.8586277035154,4671766.86031308
End,NaN,NaN,4671779.28578672
Begin,13.4430733260575,94.0908439663254,4671873.51034512
End,NaN,NaN,4671915.09567578
Begin,-15.1146063481322,30.2383647178219,4671915.13139178
Data,-10.3423029303347,24.9073274419706,4671946.49250395
Begin,-3.05542823499222,29.6978906683496,4671957.14859868
Data,-2.39809063607663,34.9065598225812,4671986.67464735
Begin,12.8346420153545,45.2771976779822,4671999.10299468
End,NaN,NaN,4672045.0772882
Begin,-25.8717878130392,40.6758759210526,4672061.38143745
End,NaN,NaN,4672088.87701092
Begin,-1.95781815048405,44.5760671946852,4672088.89753736
Data,-8.54468393098659,52.8329469589675,4672125.79709288
End,NaN,NaN,4672140.59090687
Begin,112.147216021235,-34.6301002411426,4672275.81702405
Data,78.1070603142277,-17.8553069436092,4672306.63254352
End,NaN,NaN,4672319.33553459
Begin,-5.25148282409182,12.2448745173115,4672319.35975579
End,NaN,NaN,4672359.87524852
Begin,8.91775825290166,5.98946028965504,4672377.0279607
End,NaN,NaN,4672405.08308486
Begin,-54.2967483373208,59.5915172575481,4672405.10812711
Data,-55.4499168923721,60.9553948624356,4672437.04521112
End,NaN,NaN,4672449.68415971
Begin,0.75467293514024,65.1357175273207,4672449.70797038
End,NaN,NaN,4672499.50592865
Begin,-34.2363855809054,-9.20355761079072,4672499.53918148
Data,-13.0974421535472,12.064152129407,4672532.05100573
End,NaN,NaN,4672545.59845444
Begin,58.994204740678,57.9941374273449,4672545.64484419
Data,54.7849726307241,59.3001221604018,4672577.75845556
Begin,45.5503760343919,58.7458001517234,4672592.69677567
Data,46.0650162099041,53.3057179393381,4672622.24827711
Data,39.327550481228,54.2711522640262,4672650.05051556
Data,29.9756205714193,70.8009506406723,4672662.79497004
Begin,46.5088697483537,93.0664718592475,4672692.74632649
End,NaN,NaN,4672720.0325303
Begin,36.4903123054725,105.720164114879,4672720.05675149
Data,30.6530802564271,102.045912465621,4672752.55092301
Begin,33.1687293265793,108.193172875817,4672810.60050914
Data,30.6447592339305,105.566109877657,4672842.61518308
End,NaN,NaN,4672855.27424757
Begin,-0.819251946889695,97.4399747222888,4672855.29970036
Data,-24.4441877639413,112.774113802196,4672886.52656963
End,NaN,NaN,4672898.68109429
Begin,1034.461860079,2183.87776228072,4674067.55496877
End,NaN,NaN,4674100.34143676
Begin,1034.461860079,2183.87776228072,4674175.32738641
End,NaN,NaN,4674202.32539904
Begin,436.490300643332,486.712809977984,4676903.26834253
Data,438.329362506814,488.357284332307,4676939.41211462
Begin,299.696932430505,366.904801355878,4676994.066628
End,299.696932430505,366.904801355878,4677013.06548796
Begin,84.0195292407794,187.938372743681,4677057.71007885
End,NaN,NaN,4677086.44011227
Begin,115.123140480642,258.238381034838,4677086.4618703
Data,102.997996824254,235.995756156161,4677128.62029909
Data,101.525757876073,243.411920949064,4677149.33270605
End,114.748138188228,287.90108370644,4677149.35692724
Begin,157.280754951693,87.5804654647258,4677983.4466598
End,NaN,NaN,4678015.31477497
Begin,148.976165894814,81.0278717934024,4678046.60199197
End,NaN,NaN,4678073.26378155
Begin,133.459869485091,58.3331894381601,4678073.28636063
Data,138.215669927909,54.6946260128777,4678105.57690989
End,NaN,NaN,4678118.46504943
Begin,71.7252300908479,-38.0027089639036,4678118.48639692
Data,66.5140448875966,-33.44015671228,4678150.63326112
End,NaN,NaN,4678163.40275785
Begin,56.1635968566025,151.658092231761,4678228.09387807
End,NaN,NaN,4678253.99126313
Begin,70.1316963368616,179.699154909842,4678254.01343168
Data,63.2024401821989,168.788549942309,4678289.33901998
Begin,21.5145578613467,114.729970013159,4678298.99876144
End,NaN,NaN,4678345.15615077
Begin,18.7434487648741,125.233346615134,4678345.17749826
Data,20.1372779789357,129.639781186615,4678376.27217728
End,NaN,NaN,4678389.04208453
Begin,2.61828065607173,112.39209611497,4678389.06507414
Data,6.52974068798323,111.152755013449,4678421.17088547
End,NaN,NaN,4678434.03398275
Begin,9.15345874808417,98.7985769198589,4678434.05574077
Data,8.66726997957702,102.920171046048,4678466.49900673
Data,6.16858358806162,110.054832344622,4678497.16632531
Data,5.12254615882212,112.136950843205,4678511.2318613
End,NaN,NaN,4678523.78254621
Begin,1.5968114041601,114.674768315332,4678523.79937788
Data,-6.00255361235914,116.759430469756,4678555.97949491
End,-21.2012836453979,120.928754778605,4678555.97949491
Begin,-157.119553795916,427.981553624465,4678703.66269644
Data,-155.99776870733,417.914523125251,4678735.9774669
Data,-155.249911981605,411.203169459108,4678736.00004598
End,NaN,NaN,4678748.94401743
Begin,-163.601676677635,412.682318590147,4678748.96454386
End,NaN,NaN,4678794.84605788
Begin,-162.986987216308,411.057997331945,4678796.49104657
Data,-176.295500799094,418.816490476213,4678825.91364199
End,NaN,NaN,4678838.95449822
Begin,-186.506368892829,393.397356982295,4678838.97420361
Data,-175.984563426405,403.130066305244,4678871.11860463
End,NaN,NaN,4678883.64342622
Begin,966.814328753575,1806.04907316403,4678977.40080291
Data,970.372087383531,1803.03998182863,4679010.56577841
End,NaN,NaN,4679024.60668267
Begin,999.956972947705,1813.62866006048,4679024.63583021
Data,1001.2330156546,1814.81261306867,4679055.22268516
End,NaN,NaN,4679070.7197349
Begin,1144.07235131542,1763.23090860134,4679070.75627196
End,NaN,NaN,4679111.98362155
Begin,1041.8601472392,1800.03076301318,4679127.14444824
End,NaN,NaN,4679154.52261049
Begin,1041.20068882258,1794.48083905399,4679154.54683168
Data,1029.12316505677,1814.58450308068,4679187.77790231
End,NaN,NaN,4679199.5329825
Begin,1122.03137949703,1818.85554933074,4679199.55638263
End,NaN,NaN,4679247.02294815
Begin,581.725079628355,1879.05534343697,4679289.73394863
End,NaN,NaN,4679320.96204949
Begin,611.091799108262,1883.58166585465,4679336.72101657
Data,610.156530086617,1880.55896840775,4679367.69869489
Data,613.763300594982,1881.29186086696,4679397.70424113
Begin,619.515061243648,1882.60434172787,4679397.72066228
End,NaN,NaN,4679422.9406749
Begin,440.200897218537,1790.59710150316,4679468.05532121
End,440.200897218537,1790.59710150316,4679486.20315508
Begin,186.287839375719,407.265487591063,4679575.86961279
Begin,196.119811216652,411.610311349912,4679603.33480713
Data,194.475516907601,410.334396850935,4679636.01289553
End,NaN,NaN,4679648.24418907
Begin,159.631177256194,425.619438380671,4679648.26553656
End,NaN,NaN,4679694.22751421
Begin,117.239844037659,400.405208223391,4679711.0148558
End,NaN,NaN,4679738.09784789
Begin,82.8041732111902,331.040729685516,4679738.12042697
Data,82.9272501734693,329.438385340739,4679771.24476011
End,NaN,NaN,4679783.17185185
Begin,60.3148483599381,244.015816751909,4679783.19360987
Data,43.9238131521103,206.503013178314,4679816.33929052
Begin,-33.2756435683858,85.2575484499258,4679816.3618696
Data,-19.6443871139559,92.6970928392414,4679861.55164267
End,NaN,NaN,4679873.90732642
Begin,-25.7461612338387,62.929039743176,4679873.93072656
Data,-24.1128070992131,61.6945126545179,4679906.45732985
End,NaN,NaN,4679918.81096095
Begin,-13.189460146061,74.0244860369987,4679936.38815986
End,NaN,NaN,4679964.05410276
Begin,4.50845074965334,59.3109224899772,4679964.07627132
End,NaN,NaN,4680008.83991555
Begin,4.96522621022567,50.7789213919017,4680008.86085251
Data,6.97557597413081,62.0960200532215,4680041.19820205
End,NaN,NaN,4680053.81703473
Begin,24.2386612931296,102.36799762047,4680053.84125592
Data,23.4220885283271,97.94681209952,4680086.39659622
End,NaN,NaN,4680098.92593363
Begin,9.51351101400646,110.046511075996,4680098.94810219
End,NaN,NaN,4680144.65842571
Begin,22.8261271622015,113.033872290356,4680144.67977321
Data,6.91278586286626,142.510016739054,4680176.04458014
End,NaN,NaN,4680188.86416137
Begin,-27.8543931091763,204.906815561282,4680188.88632993
Data,-26.7028470376202,210.597776780922,4680221.13500525
End,NaN,NaN,4680233.79078552
Begin,-33.3646251989302,216.725492027433,4680233.81377513
Data,-37.0328517765747,218.1478248937,4680266.1359351
Data,-43.5578210994205,229.782919917644,4680297.23718257
Data,-43.6152163815256,228.833731838289,4680311.46775112
Begin,-56.7406256911456,223.650857560126,4680323.91867754
Data,-57.0135042367039,226.923302789124,4680356.45923881
Begin,-54.0359225262983,194.510301661042,4680368.8826598
Data,-52.2846138415711,196.551400095943,4680401.03896616
End,NaN,NaN,4680413.45951345
Begin,-80.2787470520358,280.422364516862,4680594.9534522
Data,-68.8938151336654,258.43236324816,4680626.3449435
Begin,-32.4894576016151,205.823578423667,4680638.68338504
Data,-31.6458357191139,207.169790134382,4680671.01334506
Begin,-41.7788477834143,242.242839439408,4680683.74712579
Data,-39.7532698529898,251.224769229595,4680716.2568974
Begin,-26.7085025515179,268.21788211649,4680716.27906595
Data,-25.1713925926054,270.189021965168,4680761.14164761
End,NaN,NaN,4680773.6964378
Begin,-12.6690601541409,290.797123292513,4680773.71696424
Data,-12.5947504100603,284.796604033538,4680806.3531787
End,NaN,NaN,4680818.36442883
Begin,-23.5044916801881,266.405582798458,4680818.38700791
Data,-26.4197236677066,268.656218373182,4680851.15089682
End,NaN,NaN,4680863.72005552
Begin,-31.3010347980465,278.818675566018,4680863.74222407
End,NaN,NaN,4680908.56252127
Begin,-31.4341248013249,278.758222223248,4680908.58551088
Data,-51.3397026322974,311.873470706266,4680941.14659859
End,NaN,NaN,4680955.9137282
Begin,-105.156182181549,370.793378413581,4680955.9350757
Data,-105.924196333173,368.56407418442,4680986.1713391
End,NaN,NaN,4680998.79468759
Begin,-119.788225086383,356.467135687208,4680998.81644562
End,NaN,NaN,4681046.93246761
Begin,-131.805960335388,384.34112094547,4681046.95463616
Data,-132.239696530328,380.832067446518,4681076.17730408
End,NaN,NaN,4681088.87372669
Begin,-127.405437421349,380.770033855791,4681088.89014784
Data,-122.530430798305,374.906289103462,4681121.24186589
Begin,-81.8865007149408,314.944474097961,4681133.87096178
Data,-76.613035323809,321.1797629556,4681166.21693242
Data,-69.9191397154058,329.806577314126,4681197.42040155
Data,-64.2353388053104,335.526217279601,4681211.63331736
End,NaN,NaN,4681224.14130728
Begin,-31.4919083920899,351.361376632953,4681224.16347583
Data,-29.7988236865047,356.012693985654,4681256.40065635
End,NaN,NaN,4681268.78179289
Begin,-31.6567758935387,349.500636222867,4681268.80314038
Data,-41.7134153418864,348.365609223329,4681301.39419668
End,NaN,NaN,4681314.06680863
Begin,-42.2102429664544,357.988604279507,4681314.08815612
End,NaN,NaN,4681358.78118941
Begin,-42.7082063294693,374.536273757629,4681376.38917797
End,NaN,NaN,4681403.96726772
Begin,207.983503246955,482.102810730339,4685706.60782969
End,NaN,NaN,4685727.83832393
Begin,182.415295769357,462.9790322923,4685727.85761878
Data,183.75551349307,463.281803981622,4685762.49351878
End,NaN,NaN,4685771.06576958
Begin,200.1495734737,459.653076497851,4685790.74980202
End,NaN,NaN,4685814.66679639
Begin,166.183669564933,492.858834704665,4685864.10513149
Data,160.372652213504,479.901406371648,4685895.00768305
End,NaN,NaN,4685909.13397729
Begin,99.188081080807,210.381740421456,4685955.33898796
End,NaN,NaN,4685997.12055136
Begin,84.3247647428991,204.891222999355,4686118.66949275
Data,78.0576286504068,202.037104390453,4686163.78701276
End,NaN,NaN,4686173.32770088
Begin,113.049189363725,252.921053087672,4686173.3494589
End,113.049189363725,252.921053087672,4686190.736583
Begin,1291.70518191173,459.661274777329,4692897.94747942
End,NaN,NaN,4692925.80924453
Begin,414.967129945972,144.150764244183,4693255.38049241
End,NaN,NaN,4693283.18437298
Begin,9.97139903468978,1715.32776303396,4697696.52565415
End,9.97139903468978,1715.32776303396,4697722.28510154
Begin,-68.5648450158439,166.362776297878,4697784.38085902
Data,-67.0395019253277,168.713238709383,4697817.29787514
Begin,39.489843899735,252.809180348477,4697817.32086475
Data,61.0676459342112,274.935261709969,4697861.11730325
End,NaN,NaN,4697874.03910615
Begin,54.2715956745049,310.351813996828,4697874.06086417
Data,42.0040675022444,314.831234972186,4697905.84564201
End,NaN,NaN,4697918.52851717
Begin,88.7480603717098,364.683235973608,4697918.55232784
End,NaN,NaN,4697950.12937814
Begin,335.852841382767,331.621826765567,4700168.02982738
End,335.852841382767,331.621826765567,4700187.8563133
Begin,159.043050167516,627.993976249694,4700215.41633978
End,NaN,NaN,4700259.25136798
Begin,65.4261928823952,640.447258379483,4700259.27148389
Data,64.0854188786267,640.145544145862,4700290.60180641
Begin,121.931173939877,627.870396206934,4700302.89303715
Data,124.437934118309,610.726058867344,4700335.6376312
End,NaN,NaN,4700348.05078898
Begin,175.948679194185,253.357058589719,4700393.99798759
Data,170.25591771122,248.866338254906,4700425.64482777
End,NaN,NaN,4700437.92497423
Begin,178.371116587538,281.910966742254,4700455.33016159
End,NaN,NaN,4700482.70339749
Begin,193.08439955881,618.762098168619,4703407.66654228
End,NaN,NaN,4703440.16071379
Begin,187.674645554081,600.559641145294,4703452.58331373
End,187.674645554081,600.559641145294,4703470.94749625
Begin,201.642907282689,318.74462269157,4703562.3853855
End,NaN,NaN,4703587.6251035
Begin,180.896210829465,301.312751750821,4703650.81122533
Begin,118.142999475266,182.8569490836,4703665.60462879
Data,109.219170277161,190.275920561497,4703712.71444482
End,NaN,NaN,4703723.41651877
Begin,92.6612471896271,177.645493705864,4703723.43868733
Data,94.0195903718152,182.178690596531,4703755.82406873
End,NaN,NaN,4703768.23927914
Begin,90.4504511790567,188.011531429778,4703768.26062664
Data,89.6705001845745,183.68133880759,4703800.72606114
Begin,84.3628003916939,188.21042863106,4703813.34571488
End,NaN,NaN,4703858.91071123
Begin,92.9058713440331,326.786248312905,4703858.93123767
Data,92.6802534248566,306.278049066528,4703890.68768902
End,NaN,NaN,4703903.3278692
Begin,138.381348671106,265.101819917491,4703903.34921669
Data,135.98570543376,260.767480630813,4703935.78057731
Begin,113.111353659927,194.854391455421,4703948.48562103
End,NaN,NaN,4703994.51820962
Begin,102.901806731324,206.161068003307,4703994.5350413
Data,101.269310195117,180.830593670709,4704025.73933149
End,NaN,NaN,4704038.65128169
Begin,119.611764248471,129.115632388976,4704038.67345024
Data,119.027160266812,132.740282513519,4704070.69099788
End,NaN,NaN,4704083.68505384
Begin,98.4261164747861,135.164923431396,4704083.70640133
End,98.4261164747861,135.164923431396,4704103.60596137
Begin,75.612515118681,115.105569697188,4704149.80070882
End,NaN,NaN,4704173.66146075
Begin,53.9109175935202,100.654665709978,4704173.68198719
End,53.9109175935202,100.654665709978,4704193.48466244
Begin,66.9037190664742,116.490602401689,4704235.95304044
End,NaN,NaN,4704263.80659498
Begin,89.4826629525008,123.033548248639,4704263.82876353
End,NaN,NaN,4704308.66671347
Begin,56.165659728475,116.979718432539,4704308.68682938
Data,58.5097775256801,105.00024295831,4704340.85586212
Begin,-16.6936072856686,75.2826415741655,4704353.77355973
Data,-13.5458270566157,71.3086737726778,4704385.83257078
End,NaN,NaN,4704398.41856115
Begin,8.92510578530147,66.8600101784195,4704398.44114024
End,NaN,NaN,4704444.70567757
Begin,14.4842673416038,12.2559778321714,4704461.06565874
End,NaN,NaN,4704488.78414932
Begin,34.9065829874644,104.233175789144,4704488.80754946
Data,28.2432518776659,105.385074595146,4704521.10343559
End,NaN,NaN,4704534.03591223
Begin,846.021313312098,518.416471473033,4704641.08785192
End,NaN,NaN,4704668.66717326
Begin,948.403788339262,587.03887271217,4704668.69016287
Data,932.939759076421,568.209584525659,4704700.92570128
Begin,913.538153591979,531.909307364921,4704713.43984912
End,NaN,NaN,4704758.61771686
Begin,1090.92665424841,516.693427367571,4704803.31321332
Data,1076.29228916407,528.474910612644,4704840.35686443
Begin,947.985187597498,454.681525533709,4704854.27091531
End,NaN,NaN,4704897.27257015
Begin,1029.04765583382,565.496614927983,4704897.29679135
Data,1023.53833639103,572.19543487573,4704926.96200926
End,NaN,NaN,4704939.5931578
Begin,1054.92148415337,610.652070449976,4704939.617379
Data,1050.37509707582,618.108170131063,4704972.34678349
Begin,1060.47816128182,670.523493562625,4705002.55554146
Data,1077.80358183725,682.230286062348,4705048.36357083
Data,1082.95211648213,709.252416912952,4705062.38559077
End,NaN,NaN,4705074.35250379
Begin,1038.03558568492,773.923482550667,4705074.37795658
Data,1009.7576250626,779.054118609068,4705107.27526733
Begin,957.813561001821,799.337709955018,4705119.65476174
Data,953.840944931308,802.330409946362,4705150.86520986
End,NaN,NaN,4705164.10804624
Begin,951.467170453644,807.839184369221,4705164.13062532
End,NaN,NaN,4705208.02189596
Begin,951.56615353602,793.425038943807,4705208.04324346
Data,948.844524391567,793.863166283783,4705240.94712267
End,NaN,NaN,4705252.66648686
Begin,952.515167310702,804.110411242629,4705252.68865541
Data,956.277231380209,814.054521129997,4705286.23295947
End,NaN,NaN,4705297.34515163
Begin,1182.75627715287,744.451960023967,4705432.23422471
Data,1186.35833537683,748.241096398488,4705466.10366754
Data,1204.41791200817,767.510074571914,4705497.45780072
Begin,1220.51638334216,832.585117949212,4705497.47832716
End,NaN,NaN,4705522.64497104
