leftIsValid,leftX,leftY,leftZ,leftNormalisedIsValid,leftNormalisedX,leftNormalisedY,leftNormalisedZ,rightIsValid,rightX,rightY,rightZ,rightNormalisedIsValid,rightNormalisedX,rightNormalisedY,rightNormalisedZ,eyePositionTimestamp
True,-29.9229125976563,206.375760895293,564.030118367502,True,0.568571507930756,0.28590926527977,0.411311656236649,True,34.4867668151855,201.907029097968,554.253780411062,True,0.419587790966034,0.28415983915329,0.37559449672699,43829384.681
True,-30.027774810791,208.553723766927,567.724111741488,True,0.568349540233612,0.285564750432968,0.425365388393402,True,35.230224609375,206.422202035588,562.042823517939,True,0.419025748968124,0.283608943223953,0.405139774084091,43829399.681
True,-29.9576377868653,208.507097796666,567.382285941233,True,0.568226516246796,0.285283029079437,0.424241542816162,True,35.4771766662597,207.664723017859,564.125214775057,True,0.418769419193268,0.283392369747162,0.413079023361206,43829413.775
True,-29.911268234253,208.905929282074,567.549543506403,True,0.568089067935944,0.284660547971725,0.425220131874084,True,35.6386489868164,208.53165099842,565.077611796376,True,0.418555229902267,0.282687932252884,0.417050570249558,43829445.782
True,-29.8906230926514,209.122470926667,567.773211452376,True,0.568011283874512,0.284469127655029,0.426167607307434,True,35.6908073425293,208.714087309972,565.270369913238,True,0.418467819690704,0.282531529664993,0.417862355709076,43829458.798
True,-30.0045032501221,209.109862632385,567.94096056483,True,0.568253695964813,0.284679174423218,0.426678657531738,True,35.4347381591797,208.680989628669,565.413879851456,True,0.41906875371933,0.282757610082626,0.418274134397507,43829474.715
True,-30.0595264434815,208.997555654472,567.680783252453,True,0.56840968132019,0.284619808197021,0.425735682249069,True,35.3445053100586,208.731019073771,565.201853088846,True,0.419251322746277,0.282421290874481,0.417667031288147,43829489.72
True,-30.2140083312989,212.00307826538,573.036556613862,True,0.568103730678558,0.284442365169525,0.445938110351563,True,35.3873176574707,208.691145871119,565.071846976774,True,0.419135957956314,0.282358020544052,0.4172143638134,43829503.814
True,-30.2669277191162,213.173117406885,574.953979755539,True,0.567986786365509,0.284192055463791,0.453278005123138,True,35.4034156799316,208.841602564597,565.163357700713,True,0.419116973876953,0.282154381275177,0.417672514915466,43829519.71
True,-30.3911170959473,213.079878374063,574.800463775549,True,0.568284630775452,0.284211158752441,0.452690839767456,True,35.3800048828125,209.108345007237,565.422339662172,True,0.419213652610779,0.281900763511658,0.418787837028503,43829534.665
True,-30.2637310028076,211.550008502609,571.860975849416,True,0.568351626396179,0.284066557884216,0.441739290952683,True,35.4136238098144,209.259866715711,565.659540377492,True,0.419172406196594,0.281856685876846,0.41970357298851,43829548.837
True,-30.2196674346924,210.912240487227,570.593941388316,True,0.568404495716095,0.283960163593292,0.437043458223343,True,35.4384422302246,209.312308132057,565.675982147271,True,0.419120073318481,0.281768679618835,0.419814854860306,43829564.644
True,-30.2567596435547,210.651914431661,570.053654110764,True,0.568553268909454,0.283891320228577,0.435054332017899,True,35.3964347839355,209.383238923623,565.691604990172,True,0.419220954179764,0.281642347574234,0.419944673776627,43829594.954
True,-30.2622432708741,210.478324620907,569.781162372634,True,0.568599998950958,0.283941626548767,0.434002876281738,True,35.3800468444824,209.251355127085,565.53325344721,True,0.419233351945877,0.281733959913254,0.41929829120636,43829609.705
True,-30.3453731536866,210.274048795472,569.506004599796,True,0.568824291229248,0.28405088186264,0.432908117771149,True,35.2819557189941,209.19029880318,565.380559704645,True,0.419436097145081,0.281688392162323,0.418750405311584,43829624.644
True,-30.3550281524658,210.149657982644,569.262371515632,True,0.568875908851624,0.284033954143524,0.432003170251846,True,35.2533531188965,209.07700115445,565.262208981878,True,0.419482111930847,0.281786739826202,0.418250530958176,43829638.892
True,-30.3943862915039,210.013252936565,568.979528290567,True,0.568999409675598,0.283998072147369,0.430961698293686,True,35.1833724975586,208.921454538096,564.983344914825,True,0.419601440429688,0.281792759895325,0.417199701070786,43829654.715
True,-30.5278587341309,209.926575497036,568.791797480186,True,0.569325149059296,0.283966481685638,0.430274873971939,True,35.0558242797851,208.924725890544,564.823670733753,True,0.419873803853989,0.281608939170837,0.416703283786774,43829669.77
True,-30.569019317627,209.873065265925,568.643307075917,True,0.569436013698578,0.283911108970642,0.429748743772507,True,34.9894866943359,208.851729951708,564.716827147613,True,0.42000937461853,0.281638383865356,0.416285395622253,43829683.953
True,-30.6493892669678,209.743969494174,568.432498587676,True,0.569645404815674,0.283939689397812,0.428941249847412,True,34.8811531066894,208.726802273268,564.51378977017,True,0.420227229595184,0.281666398048401,0.415506988763809,43829699.782
True,-30.7917022705078,209.621935867377,568.293425070456,True,0.569988012313843,0.284032940864563,0.428366482257843,True,34.7284736633301,208.687841270886,564.338374778258,True,0.420553743839264,0.281550616025925,0.41491311788559,43829714.779
True,-30.8156566619873,209.533173683649,567.972326634987,True,0.570079445838928,0.283858686685562,0.427259534597397,True,34.6095809936523,208.530886953772,564.029365607254,True,0.420782089233398,0.281525909900665,0.413766264915466,43829745.972
True,-30.9143123626709,209.391927884874,567.719369626931,True,0.570335865020752,0.283865392208099,0.426306158304214,True,34.5072135925293,208.51746231736,563.835887583595,True,0.420992821455002,0.281337976455688,0.413144946098328,43829759.894
True,-30.9527797698975,209.270884063563,567.508488367693,True,0.570450246334076,0.283877611160278,0.425507605075836,True,34.4768180847168,208.427752256847,563.69121971476,True,0.421041309833527,0.281359314918518,0.412589520215988,43829774.004
True,-31.0027084350586,209.139143047746,567.261814740051,True,0.570595026016235,0.283872008323669,0.424584746360779,True,34.4228134155273,208.318042840808,563.555000156662,True,0.421144068241119,0.281430721282959,0.412037760019302,43829789.849
True,-31.095350265503,209.00454629846,567.138615518118,True,0.570824265480042,0.284008383750916,0.424045413732529,True,34.3406066894531,208.320783217915,563.480216977443,True,0.421323657035828,0.281341910362244,0.411806643009186,43829804.719
True,-31.1068534851075,208.927760127246,567.032177179894,True,0.570864677429199,0.284046322107315,0.423624485731125,True,34.328556060791,208.28455703253,563.478658068371,True,0.42134952545166,0.281413853168488,0.411760449409485,43829819.037
True,-31.149377822876,208.845748405154,566.879706021262,True,0.570980966091156,0.284044086933136,0.423053383827209,True,34.2999153137207,208.236933167635,563.453123248264,True,0.42141005396843,0.281482249498367,0.411626189947128,43829834.893
True,-31.236930847168,208.781432762779,566.839072075656,True,0.571187317371368,0.284129410982132,0.422852784395218,True,34.2393493652343,208.263063735557,563.451861435926,True,0.421549797058105,0.281427711248398,0.411652028560638,43829849.883
True,-31.2567653656006,208.754535925906,566.836845556199,True,0.571233808994293,0.284181386232376,0.422815144062042,True,34.2300949096679,208.222287352107,563.519444058139,True,0.421577244997025,0.281585812568665,0.411817222833633,43829863.917
True,-31.4242877960205,208.655684369309,566.772863057472,True,0.571626305580139,0.284310877323151,0.422502040863037,True,34.1142349243164,208.196939920055,563.530553384363,True,0.421842902898788,0.281649708747864,0.411823123693466,43829895.784
True,-31.4493789672852,208.689218917111,566.751434259812,True,0.57168447971344,0.28421938419342,0.422473132610321,True,34.1001853942871,208.212144899836,563.5921149054,True,0.4218829870224,0.281687289476395,0.412033289670944,43829908.989
True,-31.4493789672852,208.689218917111,566.751434259812,True,0.57168447971344,0.28421938419342,0.422473132610321,True,34.1001853942871,208.212144899836,563.5921149054,True,0.4218829870224,0.281687289476395,0.412033289670944,43829909.089
True,-31.519889831543,208.762229051525,566.641137285301,True,0.57185423374176,0.283949881792068,0.422210901975632,True,34.0498924255371,208.267204601342,563.544145342597,True,0.421994924545288,0.28152197599411,0.411945790052414,43829924.86
True,-31.6414318084717,208.799743991488,566.73809665684,True,0.572119355201721,0.283980965614319,0.422557383775711,True,33.9746513366699,208.383254438094,563.57913488945,True,0.422176331281662,0.281325042247772,0.412187695503235,43829939.897
True,-31.6687374114991,208.894780842351,566.84549170494,True,0.572166204452515,0.283907115459442,0.423002123832703,True,33.9666519165039,208.435751067833,563.698830651224,True,0.422210931777954,0.281351536512375,0.412622481584549,43829954.007
True,-31.7132511138916,208.992603621284,566.862368548525,True,0.572261989116669,0.283727824687958,0.423166513442993,True,33.943058013916,208.4823164199,563.689156901866,True,0.422265827655792,0.281246155500412,0.412645250558853,43829969.857
True,-31.9402904510498,209.079428269764,566.961320996686,True,0.572765052318573,0.283661365509033,0.423575431108475,True,33.7254104614258,208.633323688408,563.729089997894,True,0.42277529835701,0.280983746051788,0.412942498922348,43829984.856
True,-32.0587501525879,209.18242661417,567.060297356304,True,0.573019981384277,0.283562242984772,0.424002885818481,True,33.5894088745117,208.732051251794,563.814681775657,True,0.423100799322128,0.280878484249115,0.413323163986206,43829998.989
True,-32.0607604980469,209.279444546331,567.042327969325,True,0.573022723197937,0.283346235752106,0.424057215452194,True,33.594181060791,208.805788833569,563.781802930879,True,0.423089176416397,0.280692100524902,0.41330423951149,43830014.88
True,-32.2161903381348,209.464586880974,567.107898939715,True,0.573362112045288,0.283044278621674,0.42447367310524,True,33.5104446411133,209.065533071921,563.810088476867,True,0.423295080661774,0.280196130275726,0.413688957691193,43830045.089
True,-32.2536735534668,209.547295144618,567.047268033009,True,0.573450803756714,0.282810121774673,0.424378037452698,True,33.4664726257324,208.966511024258,563.439788237332,True,0.423348814249039,0.279984593391418,0.412416189908981,43830059.791
True,-32.3647994995117,209.475065735761,566.783415657546,True,0.573735952377319,0.282664716243744,0.423469245433807,True,33.3209571838379,208.80629834857,562.870272369937,True,0.423609852790833,0.279674887657166,0.410449624061584,43830074.86
True,-32.385684967041,209.471005219701,566.65414467195,True,0.573797941207886,0.282530069351196,0.423059701919556,True,33.2933959960937,208.645760064676,562.423374970225,True,0.423614829778671,0.279502272605896,0.408866792917252,43830089.014
True,-32.385684967041,209.471005219701,566.65414467195,True,0.573797941207886,0.282530069351196,0.423059701919556,True,33.2933959960937,208.645760064676,562.423374970225,True,0.423614829778671,0.279502272605896,0.408866792917252,43830089.114
True,-32.4251785278321,209.480670118511,566.429724311698,True,0.573912441730499,0.28226238489151,0.422367751598358,True,33.2252349853515,208.499688558928,561.961729064415,True,0.42371192574501,0.279283463954926,0.407254219055176,43830104.856
True,-32.5630187988282,209.718326532027,566.782496562723,True,0.574177801609039,0.282171845436096,0.423743695020676,True,33.1752777099609,208.825568926534,562.317854354316,True,0.423881232738495,0.279018461704254,0.408741265535355,43830119.865
True,-32.5703773498535,209.576187569785,566.385280916346,True,0.574244499206543,0.282019972801209,0.42233744263649,True,33.1243591308593,208.612939883859,561.869911145241,True,0.423937737941742,0.278950124979019,0.407095730304718,43830133.93
True,-32.5979385375977,209.460024825527,565.985040973228,True,0.57435667514801,0.281811982393265,0.420951336622238,True,33.0611267089843,208.463764466909,561.512409249719,True,0.42403569817543,0.278853684663773,0.405805855989456,43830149.858
True,-32.6912422180176,209.389661964141,565.711415914118,True,0.574602961540222,0.28165128827095,0.420014023780823,True,32.9898605346679,208.507711413601,561.277135050884,True,0.424174308776855,0.278500497341156,0.405119031667709,43830164.867
True,-32.7075347900391,209.334656189312,565.256960144254,True,0.574693322181702,0.281258761882782,0.418527841567993,True,32.9415092468261,208.479978815864,560.976042629509,True,0.424249798059464,0.27821934223175,0.404144287109375,43830195.924
True,-32.7857475280762,209.271630209641,565.104788440989,True,0.574891686439514,0.281217604875565,0.417979329824448,True,32.8800201416015,208.51337925983,560.941931999356,True,0.424388706684113,0.278113007545471,0.404075533151627,43830209.796
True,-32.7911949157715,209.191349637675,565.020536587258,True,0.574916899204254,0.281286805868149,0.417623907327652,True,32.8731231689453,208.47843699056,560.999467002356,True,0.424409687519073,0.27824878692627,0.404215902090073,43830223.986
True,-32.8051376342774,209.087797379781,564.860122144129,True,0.574971079826355,0.281318664550781,0.417003363370895,True,32.8495216369629,208.398621558908,560.978439253858,True,0.424458205699921,0.278387904167175,0.404059052467346,43830239.873
True,-32.9024085998535,209.10111388917,564.910159987932,True,0.575187146663666,0.281347215175629,0.41717529296875,True,32.7826728820801,208.522724359946,561.14280550815,True,0.424635827541351,0.278319299221039,0.404715359210968,43830254.833
True,-32.9247817993164,209.106892331407,564.914681937132,True,0.575237512588501,0.281340539455414,0.417196035385132,True,32.7708740234375,208.590816700715,561.307357750978,True,0.424684524536133,0.278365015983582,0.405308425426483,43830268.878
True,-32.9515380859375,209.076537609398,564.817519692883,True,0.575310945510864,0.281294196844101,0.416857093572617,True,32.7395210266113,208.604859413654,561.366484403258,True,0.424763888120651,0.27840268611908,0.405509650707245,43830284.796
True,-33.0579223632813,209.027631496926,564.791607193391,True,0.575559020042419,0.281364619731903,0.416720181703568,True,32.6460723876953,208.685506470028,561.426960246164,True,0.424988836050034,0.278306186199188,0.405791014432907,43830299.845
True,-33.0879058837891,209.014345972725,564.778126192379,True,0.575629651546478,0.281376570463181,0.416662812232971,True,32.6131439208984,208.709440666751,561.552635129924,True,0.425079703330994,0.278398275375366,0.406211942434311,43830313.992
True,-33.2368774414063,208.883502753031,564.695844716461,True,0.575985014438629,0.281550616025925,0.41625589132309,True,32.4314422607422,208.696457477726,561.667000033451,True,0.425509452819824,0.278552830219269,0.406555384397507,43830345.919
True,-33.2538948059082,208.852118785145,564.700317655147,True,0.576024651527405,0.281619250774384,0.416234135627747,True,32.4273490905761,208.690482061433,561.757120262584,True,0.425528764724731,0.278665959835052,0.406830847263336,43830358.866
True,-33.2696075439453,208.778648607836,564.629825084632,True,0.576071739196777,0.281690061092377,0.415929555892944,True,32.3761711120605,208.608501071785,561.775202544143,True,0.425644963979721,0.27885314822197,0.406794041395187,43830374.853
True,-33.3349266052246,208.726934443398,564.641502752949,True,0.576221883296967,0.281807959079742,0.415907174348831,True,32.3200187683105,208.635457568919,561.820600599694,True,0.425780117511749,0.278849065303802,0.406966954469681,43830389.879
True,-33.3221244812012,208.682031295867,564.700000176622,True,0.576187789440155,0.281964004039764,0.416039228439331,True,32.3349494934082,208.576861499304,561.909802933047,True,0.425753444433212,0.279068231582642,0.407179564237595,43830404.04
True,-33.3236427307129,208.597382920311,564.686707083458,True,0.576196312904358,0.282121032476425,0.415901094675064,True,32.3220825195312,208.467145916781,561.938369494412,True,0.425781726837158,0.279323607683182,0.407143950462341,43830419.914
True,-33.3744812011719,208.571289037919,564.701855326271,True,0.576311945915222,0.282190799713135,0.415918797254562,True,32.2777557373047,208.485262054751,561.978216622915,True,0.425888687372208,0.279331296682358,0.407289415597916,43830434.701
True,-33.371768951416,208.574522371983,564.744846023417,True,0.576300621032715,0.28223192691803,0.416057139635086,True,32.2766571044922,208.452924342586,562.041948392884,True,0.425897032022476,0.279468417167664,0.407452195882797,43830448.951
True,-33.3906707763672,208.519750310689,564.711650477482,True,0.576349973678589,0.282306253910065,0.415890693664551,True,32.243049621582,208.353725482066,562.027001351683,True,0.42596846818924,0.279653698205948,0.407292276620865,43830464.901
True,-33.5045928955078,208.402893856468,564.909938259876,True,0.57659250497818,0.282763302326202,0.41637858748436,True,32.1543312072754,208.234767163985,562.219558924297,True,0.426188826560974,0.280111134052277,0.407759815454483,43830495.026
True,-33.5339164733887,208.322506756301,564.964008533585,True,0.576656699180603,0.282986342906952,0.416456311941147,True,32.1159362792968,208.116664569643,562.256958859158,True,0.426276326179504,0.280393421649933,0.407742321491241,43830509.769
True,-33.6254501342774,208.232799987307,565.082526010564,True,0.576856017112732,0.283299684524536,0.416725248098373,True,32.0408744812011,208.081544542006,562.321768261398,True,0.426454424858093,0.280537307262421,0.407905280590057,43830524.895
True,-33.6226692199707,208.246251428589,565.19447919599,True,0.576836168766022,0.283396393060684,0.417091280221939,True,32.0444602966308,208.009465373283,562.390611613667,True,0.426450908184052,0.280760914087296,0.408038735389709,43830538.983
True,-33.4081268310547,208.141700671758,565.259877459484,True,0.576342761516571,0.28368091583252,0.417176932096481,True,32.1770477294922,207.815369841797,562.405462621294,True,0.426140367984772,0.281172752380371,0.407863974571228,43830554.84
True,-33.4568939208985,208.057326379652,565.362619242941,True,0.576445877552032,0.283965766429901,0.417402535676956,True,32.1361846923828,207.762657877981,562.428675247024,True,0.426234632730484,0.281306028366089,0.407876580953598,43830569.837
True,-33.4568939208985,208.057326379652,565.362619242941,True,0.576445877552032,0.283965766429901,0.417402535676956,True,32.1361846923828,207.762657877981,562.428675247024,True,0.426234632730484,0.281306028366089,0.407876580953598,43830569.937
True,-33.4635467529297,207.959649692286,565.458771105151,True,0.576454162597656,0.284270286560059,0.417592376470566,True,32.1160812377929,207.484671438651,562.257963890255,True,0.426250517368317,0.28168198466301,0.407024949789047,43830583.875
True,-33.4641265869141,207.77890484946,565.460513922909,True,0.576462805271149,0.284639000892639,0.417391777038574,True,32.1064262390136,207.293205562637,562.260231327629,True,0.426265150308609,0.282074719667435,0.406813770532608,43830599.823
True,-33.5399436950684,207.694212815231,565.480427323335,True,0.576637327671051,0.284832835197449,0.417357593774796,True,32.0334014892578,207.270137960689,562.279344370456,True,0.42643404006958,0.28214305639267,0.406847327947617,43830614.848
True,-33.545337677002,207.555271443582,565.471436627602,True,0.576656520366669,0.285104930400848,0.417171031236649,True,31.9954528808593,207.087331319404,562.26975650175,True,0.426512777805328,0.282505035400391,0.406608879566193,43830645.916
True,-33.6354446411133,207.485696266511,565.497214586896,True,0.576862335205078,0.285274624824524,0.417172431945801,True,31.9281272888183,207.08533467229,562.273795786956,True,0.426667749881744,0.282513588666916,0.406619250774384,43830659.833
True,-33.6586418151856,207.6333066507,565.918809414734,True,0.576860427856445,0.285440444946289,0.418661296367645,True,31.9098453521728,207.033060418216,562.419738768895,True,0.426723808050156,0.282782703638077,0.407016813755035,43830673.966
True,-33.7025947570801,207.685857441332,566.135978800743,True,0.57693350315094,0.285573422908783,0.419401437044144,True,31.863826751709,206.936576797091,562.474666373348,True,0.426831662654877,0.283040523529053,0.407078862190247,43830689.837
True,-33.8023185729981,207.696314624671,566.334888690187,True,0.577137649059296,0.285771489143372,0.420036405324936,True,31.7740325927734,206.955027140773,562.544854469275,True,0.427046328783035,0.2830810546875,0.407319754362106,43830704.839
True,-33.8205871582032,207.72069796081,566.44520127252,True,0.577165544033051,0.28584361076355,0.420409739017487,True,31.7670078277588,206.942993050945,562.619577813689,True,0.427070200443268,0.283188700675964,0.407540082931519,43830718.877
True,-33.8487319946289,207.700111569856,566.445679262343,True,0.5772305727005,0.285885870456696,0.420387774705887,True,31.7112827301025,206.866091715371,562.622171278474,True,0.427195340394974,0.283348351716995,0.407460540533066,43830734.736
True,-33.9350471496582,207.635447339713,566.513837317636,True,0.577422320842743,0.286092013120651,0.420527547597885,True,31.6412258148193,206.881556904792,562.662073941749,True,0.427361190319061,0.283361196517944,0.407603144645691,43830749.835
True,-33.9501457214356,207.608220489871,566.559600726205,True,0.577452600002289,0.286197602748871,0.420639842748642,True,31.6452217102051,206.840185262058,562.722533615625,True,0.427356988191605,0.283512771129608,0.407745361328125,43830763.89
True,-34.0274467468262,207.458617962835,566.572936814576,True,0.577633738517761,0.286515533924103,0.420511066913605,True,31.552656173706,206.752214971264,562.728376423555,True,0.42756661772728,0.283698558807373,0.407663375139236,43830795.947
True,-34.0080833435059,207.462749994938,566.593256836109,True,0.577587068080902,0.286529541015625,0.420579433441162,True,31.554458618164,206.698739051373,562.769209359074,True,0.427564799785614,0.283852964639664,0.407730311155319,43830808.927
True,-34.0088157653809,207.420324295907,566.527508206948,True,0.57759815454483,0.286543190479279,0.420325100421906,True,31.5534305572509,206.660078696991,562.722550217375,True,0.427560538053513,0.283879905939102,0.407540082931519,43830824.823
True,-34.0582237243653,207.410215822622,566.503192967734,True,0.577714204788208,0.286536902189255,0.420237421989441,True,31.5117034912109,206.694690530636,562.71599310004,True,0.427657008171082,0.283802062273026,0.407559007406235,43830839.84
True,-34.023681640625,207.289317690239,566.344285439616,True,0.577659010887146,0.286607146263123,0.419601857662201,True,31.5258102416992,206.608280202104,562.68918171337,True,0.427618235349655,0.283948421478271,0.407376497983933,43830853.931
True,-34.001091003418,207.159273881454,566.14798160058,True,0.577635824680328,0.286654770374298,0.418838709592819,True,31.5182647705078,206.486408079344,562.600452364626,True,0.427621006965637,0.284098267555237,0.406959623098373,43830869.836
True,-34.0524978637696,207.083274641045,566.053208058185,True,0.577767491340637,0.28670459985733,0.418455213308334,True,31.4760608673095,206.504281964365,562.554845544021,True,0.427713662385941,0.284011125564575,0.406837165355682,43830884.711
True,-34.0394477844239,207.0736604272,566.027283973601,True,0.577741146087646,0.286695539951324,0.418363034725189,True,31.4875411987304,206.489215492493,562.582802772109,True,0.427689760923386,0.284072935581207,0.406907558441162,43830898.802
True,-34.0192031860352,207.056613373994,565.93027945778,True,0.577706933021545,0.286623299121857,0.41803976893425,True,31.472427368164,206.446086349863,562.54978630379,True,0.42771914601326,0.284124195575714,0.406754970550537,43830914.837
True,-34.0772666931153,207.062022597671,565.936039979909,True,0.577838659286499,0.286618649959564,0.418063968420029,True,31.4525775909424,206.520561708545,562.602830574714,True,0.427773475646973,0.284031271934509,0.407006025314331,43830945.07
True,-34.0610580444336,207.057411499677,565.880430391986,True,0.577808380126953,0.286566734313965,0.417884528636932,True,31.4567546844482,206.508136495182,562.600078329791,True,0.427763104438782,0.284053564071655,0.406983226537704,43830959.762
True,-34.1161880493164,207.053693585858,565.902828133095,True,0.577931821346283,0.286598980426788,0.417950451374054,True,31.4269332885742,206.598325031778,562.643181574987,True,0.42783984541893,0.2839175760746,0.407221078872681,43830974.819
True,-34.1012039184571,207.102418573895,565.91133439946,True,0.577894508838654,0.286509454250336,0.418032646179199,True,31.4460144042968,206.651260892663,562.740438845678,True,0.427808731794357,0.283917784690857,0.407586067914963,43830988.969
True,-34.0854721069336,207.128258594089,565.848733503084,True,0.577864825725555,0.286387979984283,0.41786602139473,True,31.4658718109131,206.68981983766,562.739394988759,True,0.427764564752579,0.283838003873825,0.407626748085022,43831004.768
True,-34.1337471008301,207.151769204171,565.866417052499,True,0.577972054481506,0.286359786987305,0.417948216199875,True,31.445571899414,206.809094370247,562.794710039255,True,0.427821934223175,0.283656388521194,0.407936006784439,43831019.827
True,-34.1227951049805,207.180652341357,565.911308725189,True,0.57794052362442,0.286350607872009,0.418121755123138,True,31.4631938934326,206.854723655753,562.955097236811,True,0.42780077457428,0.283741682767868,0.408490389585495,43831033.965
True,-34.2605438232422,207.142971851749,565.889559369704,True,0.578259348869324,0.286403119564056,0.418010652065277,True,31.2765560150146,206.847868736403,563.046771671754,True,0.428238719701767,0.283857494592667,0.408769726753235,43831049.839
True,-34.3037910461426,207.139575916972,565.931780262808,True,0.57835328578949,0.286456555128098,0.418139040470123,True,31.2322425842285,206.956605037748,563.150024906989,True,0.428355842828751,0.283750712871552,0.409217119216919,43831064.848
True,-34.270492553711,207.222902410489,565.920807671915,True,0.578274965286255,0.286275327205658,0.41819965839386,True,31.3336162567138,207.16343542867,563.487321535207,True,0.428167998790741,0.283704161643982,0.410509437322617,43831095.878
True,-34.3186416625977,207.209921982536,565.971583311262,True,0.578379511833191,0.286357641220093,0.418343901634216,True,31.3122501373291,207.351952755883,563.724826824913,True,0.428250104188919,0.283584177494049,0.411468297243118,43831109.845
True,-34.2994079589844,207.250275343614,566.014573492856,True,0.578328788280487,0.286323130130768,0.418524563312531,True,31.3555011749267,207.462657818673,563.990328701445,True,0.42818409204483,0.28365358710289,0.412426143884659,43831123.969
True,-34.3021316528321,207.232545285601,565.997513989328,True,0.578337788581848,0.286340326070786,0.418450921773911,True,31.3914451599121,207.522446237023,564.13159766093,True,0.428119421005249,0.283688694238663,0.412936806678772,43831139.839
True,-34.337158203125,207.250624731829,566.043350080142,True,0.57841157913208,0.286354154348373,0.418615102767944,True,31.3540706634521,207.655475644814,564.284530911737,True,0.42822676897049,0.283587872982025,0.413567513227463,43831154.823
True,-34.321029663086,207.288084223602,566.1136342557,True,0.578364908695221,0.28635561466217,0.418877959251404,True,31.3882579803467,207.728831715094,564.454377014187,True,0.428169786930084,0.283627092838287,0.414183139801025,43831168.97
